group1	dumb	5	9	3	11	860	724	192
group1	dumb	4	16	11	9	992	768	170
group1	dumb	1	4	2	3	1044	888	92
group1	dumb	2	7	4	5	1044	842	124
group1	group2	5	9	3	11	720	494	396
group1	group2	4	16	11	9	756	466	400
group1	group2	1	4	2	3	734	430	510
group1	group2	2	7	4	5	774	504	412
group1	group3	5	9	3	11	768	578	326
group1	group3	4	16	11	9	764	532	334
group1	group3	1	4	2	3	824	574	358
group1	group3	2	7	4	5	746	512	392
group1	group4	5	9	3	11	748	496	386
group1	group4	4	16	11	9	808	516	360
group1	group4	1	4	2	3	786	446	470
group1	group4	2	7	4	5	798	446	462
group1	group5	5	9	3	11	772	540	356
group1	group5	4	16	11	9	726	444	386
group1	group5	1	4	2	3	770	474	450
group1	group5	2	7	4	5	756	528	398
group1	group6	5	9	3	11	0	0	0
group1	group6	4	16	11	9	800	508	368
group1	group6	1	4	2	3	804	422	526
group1	group6	2	7	4	5	780	420	474
group1	group7	5	9	3	11	740	580	322
group1	group7	4	16	11	9	946	620	294
group1	group7	1	4	2	3	818	594	346
group1	group7	2	7	4	5	978	600	364
group1	group8	5	9	3	11	690	524	374
group1	group8	4	16	11	9	784	542	316
group1	group8	1	4	2	3	704	454	476
group1	group8	2	7	4	5	754	516	396
group1	group9	5	9	3	11	718	454	420
group1	group9	4	16	11	9	814	532	340
group1	group9	1	4	2	3	808	522	424
group1	group9	2	7	4	5	746	440	468
group1	dumb	3	11	5	9	872	728	202
group1	dumb	11	9	4	16	754	654	210
group1	dumb	2	3	1	4	1000	836	140
group1	dumb	4	5	2	7	1028	824	140
group1	group2	3	11	5	9	720	352	532
group1	group2	11	9	4	16	730	336	524
group1	group2	2	3	1	4	744	356	586
group1	group2	4	5	2	7	654	420	486
group1	group3	3	11	5	9	712	340	552
group1	group3	11	9	4	16	796	262	608
group1	group3	2	3	1	4	736	434	510
group1	group3	4	5	2	7	700	400	496
group1	group4	3	11	5	9	666	334	550
group1	group4	11	9	4	16	738	192	672
group1	group4	2	3	1	4	788	382	562
group1	group4	4	5	2	7	742	386	530
group1	group5	3	11	5	9	662	450	406
group1	group5	11	9	4	16	734	362	498
group1	group5	2	3	1	4	764	340	604
group1	group5	4	5	2	7	730	390	530
group1	group6	3	11	5	9	714	388	508
group1	group6	11	9	4	16	802	298	582
group1	group6	2	3	1	4	798	434	502
group1	group6	4	5	2	7	722	320	598
group1	group7	3	11	5	9	674	348	534
group1	group7	11	9	4	16	712	414	454
group1	group7	2	3	1	4	900	526	444
group1	group7	4	5	2	7	894	558	394
group1	group8	3	11	5	9	706	332	558
group1	group8	11	9	4	16	762	320	546
group1	group8	2	3	1	4	746	460	484
group1	group8	4	5	2	7	746	384	530
group1	group9	3	11	5	9	654	388	498
group1	group9	11	9	4	16	618	380	462
group1	group9	2	3	1	4	746	404	534
group1	group9	4	5	2	7	714	426	492
group1	dumb	2	12	6	8	1004	852	106
group1	dumb	6	8	2	12	896	764	162
group1	dumb	1	13	4	10	972	792	154
group1	dumb	4	10	1	13	876	734	194
group1	group5	2	12	6	8	744	464	408
group1	group5	6	8	2	12	694	380	512
group1	group5	1	13	4	10	784	478	440
group1	group5	4	10	1	13	668	398	500
group1	group2	2	12	6	8	0	0	0
group1	group2	6	8	2	12	726	272	606
group1	group2	1	13	4	10	730	432	482
group1	group2	4	10	1	13	712	386	522
group1	group3	2	12	6	8	794	600	294
group1	group3	6	8	2	12	722	330	534
group1	group3	1	13	4	10	734	512	384
group1	group3	4	10	1	13	728	354	550
group1	group4	2	12	6	8	782	476	414
group1	group4	6	8	2	12	674	308	566
group1	group4	1	13	4	10	768	444	466
group1	group4	4	10	1	13	682	438	474
group1	group6	2	12	6	8	834	458	448
group1	group6	6	8	2	12	780	324	564
group1	group6	1	13	4	10	764	430	488
group1	group6	4	10	1	13	722	352	562
group1	group7	2	12	6	8	918	578	376
group1	group7	6	8	2	12	838	544	374
group1	group7	1	13	4	10	946	608	340
group1	group7	4	10	1	13	656	478	432
group1	group8	2	12	6	8	764	584	292
group1	group8	6	8	2	12	742	348	538
group1	group8	1	13	4	10	742	504	418
group1	group8	4	10	1	13	716	404	510
group1	group9	2	12	6	8	774	520	394
group1	group9	6	8	2	12	716	448	436
group1	group9	1	13	4	10	762	500	432
group1	group9	4	10	1	13	704	452	458
group2	dumb	5	9	3	11	876	774	150
group2	dumb	4	16	11	9	938	816	118
group2	dumb	1	4	2	3	898	804	164
group2	dumb	2	7	4	5	982	874	104
group2	group1	5	9	3	11	734	628	252
group2	group1	4	16	11	9	758	532	330
group2	group1	1	4	2	3	712	570	368
group2	group1	2	7	4	5	750	574	320
group2	group3	5	9	3	11	712	610	260
group2	group3	4	16	11	9	790	616	252
group2	group3	1	4	2	3	762	556	388
group2	group3	2	7	4	5	706	504	398
group2	group4	5	9	3	11	776	446	452
group2	group4	4	16	11	9	816	494	406
group2	group4	1	4	2	3	806	436	508
group2	group4	2	7	4	5	818	484	428
group2	group5	5	9	3	11	758	566	340
group2	group5	4	16	11	9	764	518	342
group2	group5	1	4	2	3	830	606	328
group2	group5	2	7	4	5	790	560	354
group2	group6	5	9	3	11	762	486	414
group2	group6	4	16	11	9	820	532	352
group2	group6	1	4	2	3	762	382	546
group2	group6	2	7	4	5	792	466	464
group2	group7	5	9	3	11	842	594	338
group2	group7	4	16	11	9	786	632	240
group2	group7	1	4	2	3	914	650	322
group2	group7	2	7	4	5	818	690	228
group2	group8	5	9	3	11	726	582	310
group2	group8	4	16	11	9	738	544	312
group2	group8	1	4	2	3	790	662	272
group2	group8	2	7	4	5	714	540	374
group2	group9	5	9	3	11	706	538	342
group2	group9	4	16	11	9	758	516	360
group2	group9	1	4	2	3	816	582	358
group2	group9	2	7	4	5	756	532	372
group2	dumb	3	11	5	9	820	748	180
group2	dumb	11	9	4	16	784	724	168
group2	dumb	2	3	1	4	968	860	112
group2	dumb	4	5	2	7	948	780	184
group2	group1	3	11	5	9	748	428	470
group2	group1	11	9	4	16	776	380	494
group2	group1	2	3	1	4	752	492	444
group2	group1	4	5	2	7	778	422	498
group2	group3	3	11	5	9	732	382	516
group2	group3	11	9	4	16	708	438	418
group2	group3	2	3	1	4	754	510	406
group2	group3	4	5	2	7	760	444	468
group2	group4	3	11	5	9	676	338	558
group2	group4	11	9	4	16	734	342	540
group2	group4	2	3	1	4	796	452	486
group2	group4	4	5	2	7	752	446	486
group2	group5	3	11	5	9	662	404	478
group2	group5	11	9	4	16	782	378	500
group2	group5	2	3	1	4	742	490	440
group2	group5	4	5	2	7	730	394	520
group2	group6	3	11	5	9	724	408	494
group2	group6	11	9	4	16	752	370	504
group2	group6	2	3	1	4	786	392	550
group2	group6	4	5	2	7	740	388	540
group2	group7	3	11	5	9	620	482	400
group2	group7	11	9	4	16	710	484	394
group2	group7	2	3	1	4	870	600	370
group2	group7	4	5	2	7	898	608	348
group2	group8	3	11	5	9	740	422	470
group2	group8	11	9	4	16	798	350	526
group2	group8	2	3	1	4	764	514	408
group2	group8	4	5	2	7	780	402	506
group2	group9	3	11	5	9	676	376	508
group2	group9	11	9	4	16	662	404	454
group2	group9	2	3	1	4	764	458	472
group2	group9	4	5	2	7	724	518	392
group2	dumb	2	12	6	8	934	814	144
group2	dumb	6	8	2	12	856	804	138
group2	dumb	1	13	4	10	912	798	156
group2	dumb	4	10	1	13	862	802	128
group2	group1	2	12	6	8	686	526	334
group2	group1	6	8	2	12	754	452	440
group2	group1	1	13	4	10	730	562	358
group2	group1	4	10	1	13	746	510	402
group2	group5	2	12	6	8	776	584	306
group2	group5	6	8	2	12	714	478	414
group2	group5	1	13	4	10	768	496	424
group2	group5	4	10	1	13	760	412	504
group2	group3	2	12	6	8	698	566	296
group2	group3	6	8	2	12	718	462	424
group2	group3	1	13	4	10	754	614	290
group2	group3	4	10	1	13	734	452	456
group2	group4	2	12	6	8	790	468	434
group2	group4	6	8	2	12	686	366	518
group2	group4	1	13	4	10	816	452	486
group2	group4	4	10	1	13	704	398	516
group2	group6	2	12	6	8	810	502	414
group2	group6	6	8	2	12	746	464	442
group2	group6	1	13	4	10	774	512	410
group2	group6	4	10	1	13	736	512	412
group2	group7	2	12	6	8	744	584	310
group2	group7	6	8	2	12	660	522	366
group2	group7	1	13	4	10	758	632	288
group2	group7	4	10	1	13	726	610	294
group2	group8	2	12	6	8	784	610	286
group2	group8	6	8	2	12	742	484	418
group2	group8	1	13	4	10	750	570	334
group2	group8	4	10	1	13	716	514	398
group2	group9	2	12	6	8	784	562	350
group2	group9	6	8	2	12	690	416	468
group2	group9	1	13	4	10	740	578	342
group2	group9	4	10	1	13	728	442	472
group3	dumb	5	9	3	11	884	746	172
group3	dumb	4	16	11	9	1002	854	88
group3	dumb	1	4	2	3	1022	870	108
group3	dumb	2	7	4	5	1016	898	64
group3	group1	5	9	3	11	730	536	362
group3	group1	4	16	11	9	740	530	328
group3	group1	1	4	2	3	768	582	346
group3	group1	2	7	4	5	732	550	364
group3	group2	5	9	3	11	742	434	458
group3	group2	4	16	11	9	746	470	400
group3	group2	1	4	2	3	768	424	526
group3	group2	2	7	4	5	782	520	402
group3	group4	5	9	3	11	734	422	472
group3	group4	4	16	11	9	810	508	360
group3	group4	1	4	2	3	784	450	490
group3	group4	2	7	4	5	800	490	434
group3	group5	5	9	3	11	752	536	358
group3	group5	4	16	11	9	748	474	364
group3	group5	1	4	2	3	806	496	434
group3	group5	2	7	4	5	806	550	360
group3	group6	5	9	3	11	712	450	436
group3	group6	4	16	11	9	802	504	366
group3	group6	1	4	2	3	742	418	502
group3	group6	2	7	4	5	802	482	434
group3	group7	5	9	3	11	748	648	244
group3	group7	4	16	11	9	964	624	304
group3	group7	1	4	2	3	746	620	308
group3	group7	2	7	4	5	952	606	348
group3	group8	5	9	3	11	700	526	366
group3	group8	4	16	11	9	750	528	328
group3	group8	1	4	2	3	752	462	476
group3	group8	2	7	4	5	702	462	452
group3	group9	5	9	3	11	718	420	458
group3	group9	4	16	11	9	786	472	392
group3	group9	1	4	2	3	790	468	470
group3	group9	2	7	4	5	764	482	426
group3	dumb	3	11	5	9	836	724	200
group3	dumb	11	9	4	16	774	686	182
group3	dumb	2	3	1	4	942	812	154
group3	dumb	4	5	2	7	980	842	104
group3	group1	3	11	5	9	712	402	484
group3	group1	11	9	4	16	756	378	482
group3	group1	2	3	1	4	744	334	596
group3	group1	4	5	2	7	698	410	496
group3	group2	3	11	5	9	710	324	554
group3	group2	11	9	4	16	790	222	656
group3	group2	2	3	1	4	778	260	682
group3	group2	4	5	2	7	752	354	558
group3	group4	3	11	5	9	634	332	538
group3	group4	11	9	4	16	738	264	610
group3	group4	2	3	1	4	752	352	592
group3	group4	4	5	2	7	710	302	606
group3	group5	3	11	5	9	646	410	456
group3	group5	11	9	4	16	764	282	578
group3	group5	2	3	1	4	726	372	562
group3	group5	4	5	2	7	740	394	530
group3	group6	3	11	5	9	710	380	536
group3	group6	11	9	4	16	756	332	540
group3	group6	2	3	1	4	742	372	548
group3	group6	4	5	2	7	718	374	540
group3	group7	3	11	5	9	0	0	0
group3	group7	11	9	4	16	672	408	424
group3	group7	2	3	1	4	882	550	410
group3	group7	4	5	2	7	834	550	384
group3	group8	3	11	5	9	748	346	548
group3	group8	11	9	4	16	786	284	594
group3	group8	2	3	1	4	764	392	540
group3	group8	4	5	2	7	704	392	502
group3	group9	3	11	5	9	654	390	492
group3	group9	11	9	4	16	620	372	472
group3	group9	2	3	1	4	768	448	506
group3	group9	4	5	2	7	712	360	540
group3	dumb	2	12	6	8	966	848	88
group3	dumb	6	8	2	12	874	784	128
group3	dumb	1	13	4	10	974	856	90
group3	dumb	4	10	1	13	860	764	168
group3	group1	2	12	6	8	720	560	306
group3	group1	6	8	2	12	718	340	528
group3	group1	1	13	4	10	748	532	402
group3	group1	4	10	1	13	734	420	498
group3	group2	2	12	6	8	726	412	482
group3	group2	6	8	2	12	752	282	588
group3	group2	1	13	4	10	734	460	450
group3	group2	4	10	1	13	718	416	480
group3	group5	2	12	6	8	782	520	356
group3	group5	6	8	2	12	696	426	460
group3	group5	1	13	4	10	792	534	378
group3	group5	4	10	1	13	666	406	492
group3	group4	2	12	6	8	784	456	450
group3	group4	6	8	2	12	662	364	500
group3	group4	1	13	4	10	800	392	532
group3	group4	4	10	1	13	670	358	552
group3	group6	2	12	6	8	792	484	420
group3	group6	6	8	2	12	716	402	482
group3	group6	1	13	4	10	702	438	482
group3	group6	4	10	1	13	766	370	554
group3	group7	2	12	6	8	950	634	308
group3	group7	6	8	2	12	776	498	400
group3	group7	1	13	4	10	714	572	338
group3	group7	4	10	1	13	636	460	434
group3	group8	2	12	6	8	734	542	338
group3	group8	6	8	2	12	710	338	546
group3	group8	1	13	4	10	778	516	394
group3	group8	4	10	1	13	734	338	564
group3	group9	2	12	6	8	778	518	404
group3	group9	6	8	2	12	668	398	454
group3	group9	1	13	4	10	722	496	424
group3	group9	4	10	1	13	708	456	452
group4	dumb	5	9	3	11	806	788	140
group4	dumb	4	16	11	9	874	796	126
group4	dumb	1	4	2	3	886	876	98
group4	dumb	2	7	4	5	898	872	100
group4	group1	5	9	3	11	670	510	372
group4	group1	4	16	11	9	724	578	274
group4	group1	1	4	2	3	770	548	402
group4	group1	2	7	4	5	688	538	382
group4	group2	5	9	3	11	702	530	372
group4	group2	4	16	11	9	756	590	290
group4	group2	1	4	2	3	810	596	358
group4	group2	2	7	4	5	0	0	0
group4	group3	5	9	3	11	668	584	292
group4	group3	4	16	11	9	750	616	252
group4	group3	1	4	2	3	786	588	362
group4	group3	2	7	4	5	746	510	416
group4	group5	5	9	3	11	0	0	0
group4	group5	4	16	11	9	768	616	258
group4	group5	1	4	2	3	772	620	320
group4	group5	2	7	4	5	722	530	392
group4	group6	5	9	3	11	692	488	396
group4	group6	4	16	11	9	732	520	356
group4	group6	1	4	2	3	788	450	488
group4	group6	2	7	4	5	732	544	372
group4	group7	5	9	3	11	790	606	342
group4	group7	4	16	11	9	854	582	350
group4	group7	1	4	2	3	906	652	338
group4	group7	2	7	4	5	826	624	342
group4	group8	5	9	3	11	680	526	366
group4	group8	4	16	11	9	796	636	238
group4	group8	1	4	2	3	788	492	448
group4	group8	2	7	4	5	698	574	346
group4	group9	5	9	3	11	730	602	308
group4	group9	4	16	11	9	762	658	234
